Sort,State,FIPS,County,CountySeat(s),Population(2010),LandAreakm2,LandAreami2,WaterAreakm2,WaterAreami2,TotalAreakm2,TotalAreami2,Latitude,Longitude,Hover
2568,TX,48089,Colorado,Columbus,"20,874","2,487.10",960.274,34.737,13.412,"2,521.83",973.686,29.595908,-96.508389,Colorado<br>TX<br>48089
2569,TX,48091,Comal,New Braunfels,"108,472","1,449.04",559.476,39.89,15.402,"1,488.93",574.878,29.803019,-98.255201,Comal<br>TX<br>48091
2570,TX,48093,Comanche,Comanche,"13,974","2,428.77",937.754,25.718,9.93,"2,454.49",947.684,31.951645,-98.549617,Comanche<br>TX<br>48093
2571,TX,48095,Concho,Paint Rock,"4,087","2,548.03",983.799,25.624,9.894,"2,573.65",993.693,31.318865,-99.863648,Concho<br>TX<br>48095
2572,TX,48097,Cooke,Gainesville,"38,437","2,265.62",874.759,61.334,23.681,"2,326.95",898.44,33.639169,-97.210372,Cooke<br>TX<br>48097
2573,TX,48099,Coryell,Gatesville,"75,388","2,724.84","1,052.07",12.146,4.69,"2,736.99","1,056.76",31.391177,-97.798022,Coryell<br>TX<br>48099
2574,TX,48101,Cottle,Paducah,"1,505","2,332.45",900.563,2.724,1.052,"2,335.17",901.615,34.091906,-100.276442,Cottle<br>TX<br>48101
2575,TX,48103,Crane,Crane,"4,375","2,033.32",785.069,1.696,0.655,"2,035.02",785.724,31.422797,-102.487774,Crane<br>TX<br>48103
2576,TX,48105,Crockett,Ozona,"3,719","7,270.94","2,807.33",0.053,0.021,"7,271.00","2,807.35",30.717532,-101.404211,Crockett<br>TX<br>48105
2577,TX,48107,Crosby,Crosbyton,"6,059","2,331.50",900.198,3.874,1.496,"2,335.38",901.694,33.609144,-101.29871,Crosby<br>TX<br>48107
2578,TX,48109,Culberson,Van Horn,"2,398","9,875.10","3,812.80",0.556,0.215,"9,875.66","3,813.01",31.445909,-104.526945,Culberson<br>TX<br>48109
2579,TX,48111,Dallam,Dalhart,"6,703","3,893.42","1,503.26",5.183,2.001,"3,898.61","1,505.26",36.28637,-102.59402,Dallam<br>TX<br>48111
2580,TX,48113,Dallas,Dallas,"2,368,139","2,256.60",871.279,96.696,37.335,"2,353.30",908.614,32.766987,-96.778424,Dallas<br>TX<br>48113
2581,TX,48115,Dawson,Lamesa,"13,833","2,331.78",900.306,4.721,1.823,"2,336.50",902.129,32.741934,-101.947322,Dawson<br>TX<br>48115
2582,TX,48117,Deaf Smith,Hereford,"19,372","3,876.87","1,496.87",3.927,1.516,"3,880.80","1,498.38",34.940766,-102.607564,Deaf Smith<br>TX<br>48117
2583,TX,48119,Delta,Cooper,"5,231",665.174,256.825,54.666,21.107,719.84,277.932,33.385933,-95.67335,Delta<br>TX<br>48119
2584,TX,48121,Denton,Denton,"662,614","2,275.13",878.432,193.071,74.545,"2,468.20",952.977,33.205005,-97.119046,Denton<br>TX<br>48121
2585,TX,48123,DeWitt,Cuero,"20,097","2,354.24",908.975,3.92,1.514,"2,358.16",910.489,29.082342,-97.361656,DeWitt<br>TX<br>48123
2586,TX,48125,Dickens,Dickens,"2,444","2,335.46",901.724,9.058,3.497,"2,344.51",905.221,33.614666,-100.786095,Dickens<br>TX<br>48125
2587,TX,48127,Dimmit,Carrizo Springs,"9,996","3,441.79","1,328.88",14.577,5.628,"3,456.37","1,334.51",28.423587,-99.765871,Dimmit<br>TX<br>48127
2588,TX,48129,Donley,Clarendon,"3,677","2,400.62",926.886,15.954,6.16,"2,416.58",933.046,34.955036,-100.815846,Donley<br>TX<br>48129
2589,TX,48131,Duval,San Diego,"11,782","4,645.09","1,793.48",5.478,2.115,"4,650.57","1,795.60",27.681123,-98.497393,Duval<br>TX<br>48131
2590,TX,48133,Eastland,Eastland,"18,583","2,399.60",926.491,14.048,5.424,"2,413.65",931.915,32.324645,-98.83656,Eastland<br>TX<br>48133
2591,TX,48135,Ector,Odessa,"137,130","2,325.00",897.687,10.598,4.092,"2,335.60",901.779,31.865301,-102.542507,Ector<br>TX<br>48135
2592,TX,48137,Edwards,Rocksprings,"2,002","5,485.23","2,117.86",5.2,2.008,"5,490.43","2,119.87",29.985877,-100.307373,Edwards<br>TX<br>48137
2593,TX,48139,Ellis,El Paso,"149,610","2,422.90",935.487,42.115,16.261,"2,465.02",951.748,32.347279,-96.798336,Ellis<br>TX<br>48139
2594,TX,48141,El Paso,Waxahachie,"800,647","2,622.86","1,012.69",5.871,2.267,"2,628.73","1,014.96",31.766403,-106.241391,El Paso<br>TX<br>48141
2595,TX,48143,Erath,Stephenville,"37,890","2,805.14","1,083.07",17.445,6.736,"2,822.59","1,089.81",32.238136,-98.222377,Erath<br>TX<br>48143
2596,TX,48145,Falls,Marlin,"17,866","1,982.59",765.483,21.648,8.358,"2,004.24",773.841,31.25193,-96.934128,Falls<br>TX<br>48145
2597,TX,48147,Fannin,Bonham,"33,915","2,307.26",890.837,20.842,8.047,"2,328.10",898.884,33.591161,-96.104988,Fannin<br>TX<br>48147
2598,TX,48149,Fayette,La Grange,"24,554","2,460.51",950.008,25.382,9.8,"2,485.89",959.808,29.877886,-96.921231,Fayette<br>TX<br>48149
2599,TX,48151,Fisher,Roby,"3,974","2,328.25",898.941,7.284,2.812,"2,335.53",901.753,32.740473,-100.40312,Fisher<br>TX<br>48151
2600,TX,48153,Floyd,Floydada,"6,446","2,569.64",992.143,0.984,0.38,"2,570.62",992.523,34.073731,-101.303274,Floyd<br>TX<br>48153
2601,TX,48155,Foard,Crowell,"1,336","1,824.38",704.397,8.515,3.288,"1,832.89",707.685,33.980404,-99.777427,Foard<br>TX<br>48155
2602,TX,48157,Fort Bend,Richmond,"585,375","2,231.23",861.481,61.797,23.86,"2,293.02",885.341,29.526602,-95.771015,Fort Bend<br>TX<br>48157
2603,TX,48159,Franklin,Mount Vernon,"10,605",736.569,284.391,26.876,10.377,763.445,294.768,33.175846,-95.219066,Franklin<br>TX<br>48159
2604,TX,48161,Freestone,Fairfield,"19,816","2,273.33",877.739,36.916,14.253,"2,310.25",891.992,31.701654,-96.144237,Freestone<br>TX<br>48161
2605,TX,48163,Frio,Pearsall,"17,217","2,935.75","1,133.50",2.194,0.847,"2,937.94","1,134.35",28.869334,-99.108788,Frio<br>TX<br>48163
2606,TX,48165,Gaines,Seminole,"17,526","3,891.13","1,502.38",1.263,0.488,"3,892.40","1,502.86",32.743942,-102.631562,Gaines<br>TX<br>48165
2607,TX,48167,Galveston,Galveston,"291,309",979.943,378.358,"1,283.21",495.45,"2,263.15",873.808,29.228706,-94.894865,Galveston<br>TX<br>48167
2608,TX,48169,Garza,Post,"6,461","2,313.93",893.412,7.219,2.787,"2,321.15",896.199,33.183792,-101.301134,Garza<br>TX<br>48169
2609,TX,48171,Gillespie,Fredericksburg,"24,837","2,740.76","1,058.21",8.979,3.467,"2,749.74","1,061.68",30.32639,-98.942106,Gillespie<br>TX<br>48171
2610,TX,48173,Glasscock,Garden City,"1,226","2,331.55",900.218,2.245,0.867,"2,333.80",901.085,31.868591,-101.528971,Glasscock<br>TX<br>48173
2611,TX,48175,Goliad,Goliad,"7,210","2,206.71",852.014,19.05,7.355,"2,225.76",859.369,28.6607,-97.430415,Goliad<br>TX<br>48175
2612,TX,48177,Gonzales,Gonzales,"19,807","2,762.71","1,066.69",8.201,3.166,"2,770.91","1,069.85",29.468704,-97.477738,Gonzales<br>TX<br>48177
2613,TX,48179,Gray,Pampa,"22,535","2,398.26",925.974,8.701,3.359,"2,406.96",929.333,35.402542,-100.812374,Gray<br>TX<br>48179
2614,TX,48181,Grayson,Sherman,"120,877","2,415.95",932.804,120.106,46.373,"2,536.06",979.177,33.624508,-96.675699,Grayson<br>TX<br>48181
2615,TX,48183,Gregg,Longview,"121,730",707.851,273.303,6.373,2.461,714.224,275.764,32.486397,-94.816276,Gregg<br>TX<br>48183
2616,TX,48185,Grimes,Anderson,"26,604","2,039.51",787.459,36.633,14.144,"2,076.14",801.603,30.543231,-95.988082,Grimes<br>TX<br>48185
2617,TX,48187,Guadalupe,Seguin,"131,533","1,842.26",711.3,9.104,3.515,"1,851.36",714.815,29.583208,-97.949027,Guadalupe<br>TX<br>48187
2618,TX,48189,Hale,Plainview,"36,273","2,602.12","1,004.68",0.247,0.095,"2,602.36","1,004.78",34.068436,-101.822888,Hale<br>TX<br>48189
2619,TX,48191,Hall,Memphis,"3,353","2,288.23",883.492,53.366,20.605,"2,341.60",904.097,34.453189,-100.576343,Hall<br>TX<br>48191
2620,TX,48193,Hamilton,Hamilton,"8,517","2,165.01",835.914,1.239,0.478,"2,166.25",836.392,31.706982,-98.111794,Hamilton<br>TX<br>48193
2621,TX,48195,Hansford,Spearman,"5,613","2,382.30",919.81,1.548,0.598,"2,383.85",920.408,36.272847,-101.35693,Hansford<br>TX<br>48195
2622,TX,48197,Hardeman,Quanah,"4,139","1,800.34",695.114,4.549,1.756,"1,804.89",696.87,34.289904,-99.745697,Hardeman<br>TX<br>48197
2623,TX,48199,Hardin,Kountze,"54,635","2,306.56",890.567,18.091,6.985,"2,324.65",897.552,30.329612,-94.393149,Hardin<br>TX<br>48199
2624,TX,48201,Harris,Houston,"4,092,459","4,411.99","1,703.48",191.672,74.005,"4,603.66","1,777.48",29.857273,-95.393037,Harris<br>TX<br>48201
2625,TX,48203,Harrison,Marshall,"65,631","2,330.86",899.951,40.929,15.803,"2,371.79",915.754,32.547993,-94.374425,Harrison<br>TX<br>48203
2626,TX,48205,Hartley,Channing,"6,062","3,786.65","1,462.03",3.024,1.168,"3,789.67","1,463.20",35.840244,-102.610047,Hartley<br>TX<br>48205
2627,TX,48207,Haskell,Haskell,"5,899","2,339.10",903.131,18.471,7.132,"2,357.57",910.263,33.175965,-99.730773,Haskell<br>TX<br>48207
2628,TX,48209,Hays,San Marcos,"157,107","1,755.96",677.978,5.038,1.945,"1,760.99",679.923,30.061225,-98.029267,Hays<br>TX<br>48209
2629,TX,48211,Hemphill,Canadian,"3,807","2,347.27",906.286,15.206,5.871,"2,362.48",912.157,35.816237,-100.284807,Hemphill<br>TX<br>48211
2630,TX,48213,Henderson,Athens,"78,532","2,263.00",873.748,193.17,74.583,"2,456.17",948.331,32.211633,-95.853418,Henderson<br>TX<br>48213
2631,TX,48215,Hidalgo,Edinburg,"774,769","4,068.52","1,570.87",31.191,12.043,"4,099.71","1,582.91",26.396384,-98.18099,Hidalgo<br>TX<br>48215
2632,TX,48217,Hill,Hillsboro,"35,089","2,483.45",958.864,69.557,26.856,"2,553.00",985.72,31.98224,-97.129886,Hill<br>TX<br>48217
2633,TX,48219,Hockley,Levelland,"22,935","2,352.72",908.392,0.446,0.172,"2,353.17",908.564,33.605932,-102.343398,Hockley<br>TX<br>48219
2634,TX,48221,Hood,Granbury,"51,182","1,089.46",420.641,41.925,16.187,"1,131.38",436.828,32.430149,-97.831677,Hood<br>TX<br>48221
2635,TX,48223,Hopkins,Sulphur Springs,"35,161","1,986.97",767.174,66.297,25.598,"2,053.27",792.772,33.148959,-95.565194,Hopkins<br>TX<br>48223
2636,TX,48225,Houston,Crockett,"23,732","3,188.04","1,230.91",14.674,5.666,"3,202.71","1,236.58",31.323036,-95.4216,Houston<br>TX<br>48225
2637,TX,48227,Howard,Big Spring,"35,012","2,333.04",900.791,8.842,3.414,"2,341.88",904.205,32.303583,-101.43853,Howard<br>TX<br>48227
2638,TX,48229,Hudspeth,Sierra Blanca,"3,476","11,838.79","4,570.98",2.191,0.846,"11,840.98","4,571.83",31.450868,-105.377549,Hudspeth<br>TX<br>48229
2639,TX,48231,Hunt,Greenville,"86,129","2,176.41",840.318,108.015,41.705,"2,284.43",882.023,33.123438,-96.083807,Hunt<br>TX<br>48231
2640,TX,48233,Hutchinson,Stinnett,"22,150","2,298.40",887.419,19.512,7.533,"2,317.92",894.952,35.837047,-101.362746,Hutchinson<br>TX<br>48233
2641,TX,48235,Irion,Mertzon,"1,599","2,723.54","1,051.56",0.176,0.068,"2,723.71","1,051.63",31.303424,-100.981304,Irion<br>TX<br>48235
2642,TX,48237,Jack,Jacksboro,"9,044","2,358.60",910.662,24.513,9.464,"2,383.12",920.126,33.232277,-98.171902,Jack<br>TX<br>48237
2643,TX,48239,Jackson,Edna,"14,075","2,148.23",829.435,71.061,27.437,"2,219.29",856.872,28.959802,-96.58908,Jackson<br>TX<br>48239
2644,TX,48241,Jasper,Jasper,"35,710","2,431.60",938.845,79.908,30.852,"2,511.51",969.697,30.752932,-94.022294,Jasper<br>TX<br>48241
2645,TX,48243,Jeff Davis,Fort Davis,"2,342","5,865.17","2,264.56",0.206,0.08,"5,865.38","2,264.64",30.617087,-104.18786,Jeff Davis<br>TX<br>48243
2646,TX,48245,Jefferson,Beaumont,"252,273","2,269.59",876.295,612.154,236.354,"2,881.75","1,112.65",29.854,-94.149331,Jefferson<br>TX<br>48245
2647,TX,48247,Jim Hogg,Hebbronville,"5,300","2,942.58","1,136.14",0.093,0.036,"2,942.68","1,136.17",27.041212,-98.700127,Jim Hogg<br>TX<br>48247
2648,TX,48249,Jim Wells,Alice,"40,838","2,240.25",864.966,8.74,3.374,"2,248.99",868.34,27.733516,-98.090814,Jim Wells<br>TX<br>48249
2649,TX,48251,Johnson,Cleburne,"150,934","1,876.94",724.692,25.309,9.772,"1,902.25",734.464,32.379511,-97.364823,Johnson<br>TX<br>48251
2650,TX,48253,Jones,Anson,"20,202","2,404.94",928.554,22.229,8.583,"2,427.17",937.137,32.743709,-99.87443,Jones<br>TX<br>48253
2651,TX,48255,Karnes,Karnes City,"14,824","1,936.16",747.556,15.519,5.992,"1,951.68",753.548,28.907618,-97.860767,Karnes<br>TX<br>48255
2652,TX,48257,Kaufman,Kaufman,"103,350","2,022.00",780.699,69.83,26.961,"2,091.83",807.66,32.598944,-96.288378,Kaufman<br>TX<br>48257
2653,TX,48259,Kendall,Boerne,"33,410","1,715.75",662.453,1.497,0.578,"1,717.24",663.031,29.944524,-98.711094,Kendall<br>TX<br>48259
2654,TX,48261,Kenedy,Sarita,416,"3,777.05","1,458.33","1,262.54",487.468,"5,039.59","1,945.80",26.890232,-97.591233,Kenedy<br>TX<br>48261
2655,TX,48263,Kent,Jayton,808,"2,337.48",902.507,1.065,0.411,"2,338.55",902.918,33.18478,-100.76972,Kent<br>TX<br>48263
2656,TX,48265,Kerr,Kerrville,"49,625","2,857.58","1,103.32",10.25,3.958,"2,867.83","1,107.28",30.053928,-99.351968,Kerr<br>TX<br>48265
2657,TX,48267,Kimble,Junction,"4,607","3,240.04","1,250.99",0.494,0.191,"3,240.54","1,251.18",30.479472,-99.746396,Kimble<br>TX<br>48267
2658,TX,48269,King,Guthrie,286,"2,359.15",910.872,6.398,2.47,"2,365.55",913.342,33.614159,-100.250548,King<br>TX<br>48269
2659,TX,48271,Kinney,Brackettville,"3,598","3,522.53","1,360.06",13.125,5.068,"3,535.65","1,365.12",29.347087,-100.4177,Kinney<br>TX<br>48271
2660,TX,48273,Kleberg,Kingsville,"32,061","2,282.58",881.308,541.041,208.897,"2,823.62","1,090.21",27.438735,-97.66062,Kleberg<br>TX<br>48273
2661,TX,48275,Knox,Benjamin,"3,719","2,203.10",850.621,12.578,4.856,"2,215.68",855.477,33.616657,-99.747112,Knox<br>TX<br>48275
2662,TX,48277,Lamar,Cotulla,"49,793","2,349.61",907.19,67.113,25.913,"2,416.73",933.103,33.667263,-95.570348,Lamar<br>TX<br>48277
2663,TX,48279,Lamb,Paris,"13,977","2,631.90","1,016.18",3.974,1.534,"2,635.87","1,017.72",34.068862,-102.348018,Lamb<br>TX<br>48279
2664,TX,48281,Lampasas,Littlefield,"19,677","1,846.25",712.84,2.833,1.094,"1,849.08",713.934,31.196731,-98.240889,Lampasas<br>TX<br>48281
2665,TX,48283,La Salle,Lampasas,"6,886","3,850.51","1,486.69",19.539,7.544,"3,870.05","1,494.24",28.351098,-99.096774,La Salle<br>TX<br>48283
2666,TX,48285,Lavaca,Hallettsville,"19,263","2,511.53",969.708,1.885,0.728,"2,513.42",970.436,29.382578,-96.923633,Lavaca<br>TX<br>48285
2667,TX,48287,Lee,Giddings,"16,612","1,629.14",629.016,13.169,5.084,"1,642.31",634.1,30.321105,-96.976365,Lee<br>TX<br>48287
2668,TX,48289,Leon,Centerville,"16,801","2,779.45","1,073.15",19.343,7.468,"2,798.79","1,080.62",31.300493,-95.995622,Leon<br>TX<br>48289
2669,TX,48291,Liberty,Liberty,"75,643","3,000.29","1,158.42",46.412,17.92,"3,046.70","1,176.34",30.162189,-94.822682,Liberty<br>TX<br>48291
2670,TX,48293,Limestone,Groesbeck,"23,384","2,344.68",905.288,72.199,27.876,"2,416.88",933.164,31.547543,-96.593623,Limestone<br>TX<br>48293
2671,TX,48295,Lipscomb,Lipscomb,"3,302","2,414.33",932.179,0.299,0.115,"2,414.63",932.294,36.2802,-100.272683,Lipscomb<br>TX<br>48295
2672,TX,48297,Live Oak,George West,"11,531","2,692.80","1,039.70",101.484,39.183,"2,794.29","1,078.88",28.351535,-98.126961,Live Oak<br>TX<br>48297
2673,TX,48299,Llano,Llano,"19,301","2,419.14",934.034,82.419,31.822,"2,501.56",965.856,30.707585,-98.68469,Llano<br>TX<br>48299
2674,TX,48301,Loving,Mentone,82,"1,732.51",668.925,20.152,7.781,"1,752.66",676.706,31.844936,-103.561229,Loving<br>TX<br>48301
2675,TX,48303,Lubbock,Lubbock,"278,831","2,319.59",895.599,13.212,5.101,"2,332.80",900.7,33.611469,-101.819944,Lubbock<br>TX<br>48303
2676,TX,48305,Lynn,Tahoka,"5,915","2,309.93",891.867,4.17,1.61,"2,314.10",893.477,33.178412,-101.818493,Lynn<br>TX<br>48305
2677,TX,48307,McCulloch,Madisonville,"8,283","2,759.89","1,065.60",20.285,7.832,"2,780.17","1,073.43",31.205477,-99.359856,McCulloch<br>TX<br>48307
2678,TX,48309,McLennan,Jefferson,"234,906","2,686.08","1,037.10",59.906,23.13,"2,745.99","1,060.23",31.549493,-97.201472,McLennan<br>TX<br>48309
2679,TX,48311,McMullen,Stanton,707,"2,951.10","1,139.43",44.96,17.359,"2,996.06","1,156.79",28.384922,-98.578853,McMullen<br>TX<br>48311
2680,TX,48313,Madison,Mason,"13,664","1,207.10",466.065,16.494,6.368,"1,223.60",472.433,30.966878,-95.930372,Madison<br>TX<br>48313
2681,TX,48315,Marion,Bay City,"10,546",986.476,380.88,102.155,39.442,"1,088.63",420.322,32.797757,-94.357673,Marion<br>TX<br>48315
2682,TX,48317,Martin,Eagle Pass,"4,799","2,369.69",914.944,1.932,0.746,"2,371.63",915.69,32.30983,-101.961836,Martin<br>TX<br>48317
2683,TX,48319,Mason,Brady,"4,012","2,405.59",928.803,8.834,3.411,"2,414.42",932.214,30.703232,-99.237608,Mason<br>TX<br>48319
2684,TX,48321,Matagorda,Waco,"36,702","2,849.70","1,100.28","1,326.68",512.234,"4,176.38","1,612.51",28.783341,-95.997755,Matagorda<br>TX<br>48321
2685,TX,48323,Maverick,Tilden,"54,258","3,313.26","1,279.26",32.426,12.52,"3,345.69","1,291.78",28.745217,-100.311368,Maverick<br>TX<br>48323
2686,TX,48325,Medina,Hondo,"46,006","3,432.66","1,325.36",23.769,9.177,"3,456.43","1,334.53",29.353661,-99.111085,Medina<br>TX<br>48325
2687,TX,48327,Menard,Menard,"2,242","2,336.25",902.03,0.614,0.237,"2,336.86",902.267,30.883707,-99.854936,Menard<br>TX<br>48327
2688,TX,48329,Midland,Midland,"136,872","2,331.77",900.299,4.534,1.751,"2,336.30",902.05,31.870896,-102.024326,Midland<br>TX<br>48329
2689,TX,48331,Milam,Cameron,"24,757","2,633.84","1,016.93",12.539,4.841,"2,646.38","1,021.77",30.791242,-96.984395,Milam<br>TX<br>48331
2690,TX,48333,Mills,Goldthwaite,"4,936","1,937.99",748.261,3.903,1.507,"1,941.89",749.768,31.494889,-98.594623,Mills<br>TX<br>48333
2691,TX,48335,Mitchell,Colorado City,"9,403","2,359.71",911.09,12.49,4.822,"2,372.20",915.912,32.303781,-100.92458,Mitchell<br>TX<br>48335
2692,TX,48337,Montague,Montague,"19,719","2,411.04",930.906,19.087,7.37,"2,430.12",938.276,33.676289,-97.724747,Montague<br>TX<br>48337
2693,TX,48339,Montgomery,Conroe,"455,746","2,698.08","1,041.74",91.023,35.144,"2,789.10","1,076.88",30.302364,-95.503523,Montgomery<br>TX<br>48339
2694,TX,48341,Moore,Dumas,"21,904","2,330.19",899.691,25.718,9.93,"2,355.91",909.621,35.835676,-101.890502,Moore<br>TX<br>48341
2695,TX,48343,Morris,Daingerfield,"12,934",652.637,251.985,17.394,6.716,670.031,258.701,33.116466,-94.731265,Morris<br>TX<br>48343
2696,TX,48345,Motley,Matador,"1,210","2,562.96",989.562,0.643,0.248,"2,563.60",989.81,34.058383,-100.793696,Motley<br>TX<br>48345
2697,TX,48347,Nacogdoches,Nacogdoches,"64,524","2,451.52",946.537,89.746,34.651,"2,541.27",981.188,31.62056,-94.62025,Nacogdoches<br>TX<br>48347
2698,TX,48349,Navarro,Corsicana,"47,735","2,614.92","1,009.63",197.639,76.309,"2,812.56","1,085.94",32.04845,-96.476908,Navarro<br>TX<br>48349
2699,TX,48351,Newton,Newton,"14,445","2,418.21",933.677,15.672,6.051,"2,433.89",939.728,30.786718,-93.73925,Newton<br>TX<br>48351
2700,TX,48353,Nolan,Sweetwater,"15,216","2,362.06",911.997,5.053,1.951,"2,367.11",913.948,32.312338,-100.418108,Nolan<br>TX<br>48353
2701,TX,48355,Nueces,Corpus Christi,"340,223","2,171.66",838.482,847.226,327.116,"3,018.89","1,165.60",27.739406,-97.521643,Nueces<br>TX<br>48355
2702,TX,48357,Ochiltree,Perryton,"10,223","2,376.64",917.627,1.332,0.514,"2,377.97",918.141,36.278744,-100.815864,Ochiltree<br>TX<br>48357
2703,TX,48359,Oldham,Vega,"2,052","3,886.36","1,500.53",2.338,0.903,"3,888.70","1,501.44",35.401921,-102.59762,Oldham<br>TX<br>48359
2704,TX,48361,Orange,Orange,"81,837",864.198,333.669,118.78,45.861,982.977,379.53,30.120918,-93.893358,Orange<br>TX<br>48361
2705,TX,48363,Palo Pinto,Palo Pinto,"28,111","2,465.13",951.791,87.328,33.718,"2,552.46",985.509,32.75221,-98.317974,Palo Pinto<br>TX<br>48363
2706,TX,48365,Panola,Carthage,"23,796","2,076.52",801.749,50.645,19.554,"2,127.17",821.303,32.163978,-94.305156,Panola<br>TX<br>48365
2707,TX,48367,Parker,Weatherford,"116,927","2,340.00",903.478,17.136,6.616,"2,357.13",910.094,32.777096,-97.805905,Parker<br>TX<br>48367
2708,TX,48369,Parmer,Farwell,"10,269","2,281.20",880.778,11.344,4.38,"2,292.55",885.158,34.532163,-102.784853,Parmer<br>TX<br>48369
2709,TX,48371,Pecos,Fort Stockton,"15,507","12,338.31","4,763.85",2.532,0.978,"12,340.84","4,764.83",30.770894,-102.71986,Pecos<br>TX<br>48371
2710,TX,48373,Polk,Livingston,"45,413","2,737.86","1,057.09",136.147,52.567,"2,874.01","1,109.66",30.784553,-94.837338,Polk<br>TX<br>48373
2711,TX,48375,Potter,Amarillo,"121,073","2,352.67",908.37,35.275,13.62,"2,387.94",921.99,35.398675,-101.893804,Potter<br>TX<br>48375
2712,TX,48377,Presidio,Marfa,"7,818","9,985.02","3,855.24",1.773,0.685,"9,986.79","3,855.92",30.005891,-104.261619,Presidio<br>TX<br>48377
2713,TX,48379,Rains,Emory,"10,914",594.278,229.452,76.082,29.376,670.36,258.828,32.87058,-95.79544,Rains<br>TX<br>48379
2714,TX,48381,Randall,Canyon,"120,725","2,360.89",911.544,28.192,10.885,"2,389.08",922.429,34.962529,-101.895547,Randall<br>TX<br>48381
2715,TX,48383,Reagan,Big Lake,"3,367","3,044.02","1,175.30",1.793,0.692,"3,045.81","1,175.99",31.372895,-101.513901,Reagan<br>TX<br>48383
2716,TX,48385,Real,Leakey,"3,309","1,810.91",699.195,2.346,0.906,"1,813.25",700.101,29.82303,-99.805303,Real<br>TX<br>48385
2717,TX,48387,Red River,Clarksville,"12,860","2,684.72","1,036.58",52.208,20.158,"2,736.93","1,056.74",33.619626,-95.048429,Red River<br>TX<br>48387
2718,TX,48389,Reeves,Pecos,"13,783","6,825.59","2,635.38",17.397,6.717,"6,842.99","2,642.09",31.308366,-103.712706,Reeves<br>TX<br>48389
2719,TX,48391,Refugio,Refugio,"7,383","1,995.44",770.444,123.799,47.799,"2,119.24",818.243,28.312496,-97.160479,Refugio<br>TX<br>48391
2720,TX,48393,Roberts,Miami,929,"2,393.30",924.058,0.347,0.134,"2,393.65",924.192,35.836216,-100.807555,Roberts<br>TX<br>48393
2721,TX,48395,Robertson,Franklin,"16,622","2,216.21",855.683,25.046,9.67,"2,241.26",865.353,31.025481,-96.514941,Robertson<br>TX<br>48395
2722,TX,48397,Rockwall,Rockwall,"78,337",329.021,127.036,56.154,21.681,385.175,148.717,32.889216,-96.407501,Rockwall<br>TX<br>48397
2723,TX,48399,Runnels,Ballinger,"10,501","2,721.93","1,050.95",15.93,6.151,"2,737.86","1,057.10",31.833311,-99.967856,Runnels<br>TX<br>48399
2724,TX,48401,Rusk,Henderson,"53,330","2,393.22",924.027,37.244,14.38,"2,430.46",938.407,32.109423,-94.756382,Rusk<br>TX<br>48401
2725,TX,48403,Sabine,Hemphill,"10,834","1,272.70",491.39,220.821,85.26,"1,493.52",576.65,31.3433,-93.851913,Sabine<br>TX<br>48403
2726,TX,48405,San Augustine,San Augustine,"8,865","1,374.40",530.657,159.647,61.64,"1,534.04",592.297,31.382449,-94.16318,San Augustine<br>TX<br>48405
2727,TX,48407,San Jacinto,Coldspring,"26,384","1,474.33",569.243,151.949,58.668,"1,626.28",627.911,30.574218,-95.162852,San Jacinto<br>TX<br>48407
2728,TX,48409,San Patricio,Sinton,"64,804","1,796.03",693.451,37.539,14.494,"1,833.57",707.945,28.011782,-97.517165,San Patricio<br>TX<br>48409
2729,TX,48411,San Saba,San Saba,"6,131","2,940.41","1,135.30",8.072,3.117,"2,948.48","1,138.41",31.155138,-98.819292,San Saba<br>TX<br>48411
2730,TX,48413,Schleicher,Eldorado,"3,461","3,394.52","1,310.63",0.087,0.034,"3,394.60","1,310.66",30.896233,-100.527216,Schleicher<br>TX<br>48413
2731,TX,48415,Scurry,Snyder,"16,921","2,345.09",905.444,5.44,2.1,"2,350.53",907.544,32.744462,-100.913399,Scurry<br>TX<br>48415
2732,TX,48417,Shackelford,Albany,"3,378","2,367.99",914.286,3.268,1.262,"2,371.26",915.548,32.743788,-99.347045,Shackelford<br>TX<br>48417
2733,TX,48419,Shelby,Center,"25,448","2,060.55",795.583,101.096,39.034,"2,161.65",834.617,31.790137,-94.142565,Shelby<br>TX<br>48419
2734,TX,48421,Sherman,Stratford,"3,034","2,390.65",923.035,0.429,0.166,"2,391.08",923.201,36.277628,-101.894716,Sherman<br>TX<br>48421
2735,TX,48423,Smith,Tyler,"209,714","2,386.56",921.454,73.212,28.267,"2,459.77",949.721,32.377093,-95.26963,Smith<br>TX<br>48423
2736,TX,48425,Somervell,Glen Rose,"8,490",482.937,186.463,14.223,5.491,497.16,191.954,32.217942,-97.769211,Somervell<br>TX<br>48425
2737,TX,48427,Starr,Rio Grande City,"60,968","3,168.02","1,223.18",15.302,5.908,"3,183.32","1,229.09",26.546335,-98.715803,Starr<br>TX<br>48427
2738,TX,48429,Stephens,Breckenridge,"9,630","2,322.49",896.719,64.134,24.762,"2,386.63",921.481,32.731531,-98.840081,Stephens<br>TX<br>48429
2739,TX,48431,Sterling,Sterling City,"1,143","2,391.73",923.451,0.167,0.065,"2,391.90",923.516,31.835774,-101.054911,Sterling<br>TX<br>48431
